id,time,latitude,longitude,depth,mag,place
nc75226712,2025-08-21T11:49:36.060Z,38.73,-122.96,3.93,0.70,"9 km SSE of Cloverdale, CA"
pr71493233,2025-08-21T11:41:20.230Z,17.96,-66.96,13.49,2.23,"5 km SW of Fuig, Puerto Rico"
nc75226707,2025-08-21T11:41:13.210Z,36.67,-121.34,2.13,1.70,"13 km S of Tres Pinos, CA"
av93726398,2025-08-21T11:40:47.860Z,52.68,-169.61,13.82,1.44,"57 km WSW of Nikolski, Alaska"
nn00902939,2025-08-21T11:38:27.491Z,36.70,-116.11,2.20,-0.50,"41 km WNW of Indian Springs, Nevada"
ci41270792,2025-08-21T11:31:57.950Z,33.40,-116.43,13.78,1.01,"17 km NNW of Borrego Springs, CA"
av93726383,2025-08-21T11:31:33.560Z,60.03,-153.05,-0.24,-0.70,"65 km ENE of Pedro Bay, Alaska"
pr71493213,2025-08-21T11:24:33.310Z,17.99,-66.80,12.74,2.32,"1 km ESE of Indios, Puerto Rico"
us6000r2s3,2025-08-21T11:21:03.856Z,51.90,160.01,10.00,5.80,"158 km SE of Vilyuchinsk, Russia"
av93726333,2025-08-21T11:12:26.190Z,53.85,-166.86,5.83,-0.38,"21 km WSW of Dutch Harbor, Alaska"
ci41270776,2025-08-21T11:11:31.370Z,33.23,-116.73,11.51,0.38,"3 km ESE of Lake Henshaw, CA"
tx2025qksrmv,2025-08-21T11:10:03.557Z,31.68,-104.34,8.20,1.30,"55 km S of Whites City, New Mexico"
uw62174401,2025-08-21T11:05:27.960Z,46.72,-121.13,9.75,2.06,"18 km SW of Nile, Washington"
ak025apislh4,2025-08-21T11:04:50.483Z,60.07,-153.21,0.00,0.70,"59 km ENE of Pedro Bay, Alaska"
tx2025qksjbo,2025-08-21T11:03:57.390Z,32.44,-102.15,4.91,0.90,"38 km SW of Los Ybanez, Texas"
ak025apihm1n,2025-08-21T10:53:26.170Z,62.49,-151.12,87.20,2.30,"18 km W of Petersville, Alaska"
ak025apihd40,2025-08-21T10:52:09.920Z,61.75,-149.72,11.20,0.90,"14 km NNE of Houston, Alaska"
uu80114301,2025-08-21T10:52:00.390Z,37.47,-113.58,2.92,1.12,"7 km NNE of Central, Utah"
tx2025qksazy,2025-08-21T10:50:48.166Z,31.60,-104.19,6.61,0.80,"49 km NW of Toyah, Texas"
nn00902930,2025-08-21T10:50:37.726Z,37.34,-117.15,10.30,1.00,"41 km S of Goldfield, Nevada"
ak025apifnhm,2025-08-21T10:44:11.301Z,60.13,-151.86,70.30,2.20,"14 km NW of Ninilchik, Alaska"
ci41270768,2025-08-21T10:36:18.580Z,33.85,-116.97,2.54,-0.09,"8 km N of San Jacinto, CA"
nc75226697,2025-08-21T10:35:04.990Z,36.61,-121.23,6.44,2.69,"12 km NW of Pinnacles, CA"
av93726248,2025-08-21T10:30:36.410Z,53.84,-166.85,6.39,-0.69,"20 km WSW of Dutch Harbor, Alaska"
ok2025qirh,2025-08-21T10:24:05.990Z,35.63,-98.03,7.60,1.30,"8 km ENE of Calumet, Oklahoma"
ak025apiaz9h,2025-08-21T10:22:31.090Z,62.81,-148.79,10.90,0.80,"65 km S of Cantwell, Alaska"
ak025apiaxok,2025-08-21T10:22:10.604Z,60.00,-151.90,79.30,1.50,"11 km WNW of Happy Valley, Alaska"
uw62174396,2025-08-21T10:21:28.000Z,47.40,-122.06,15.24,1.02,"1 km NW of Maple Valley, Washington"
nc75226687,2025-08-21T10:21:14.320Z,39.56,-123.36,7.11,1.37,"13 km N of Brooktrails, CA"
tx2025qkqtyr,2025-08-21T10:15:54.650Z,32.43,-102.11,8.62,1.40,"36 km SSW of Los Ybanez, Texas"
nc75226682,2025-08-21T10:13:59.890Z,36.22,-120.28,11.67,1.13,"11 km NE of Coalinga, CA"
us6000r2rv,2025-08-21T10:13:45.353Z,49.90,156.65,41.41,4.50,"93 km SSE of Severo-Kuril’sk, Russia"
nn00902928,2025-08-21T10:11:58.769Z,39.10,-119.02,11.60,0.90,"17 km NE of Yerington, Nevada"
ci41270752,2025-08-21T10:11:17.700Z,34.20,-117.07,6.56,0.08,"4 km E of Running Springs, CA"
tx2025qkqrte,2025-08-21T10:09:51.242Z,32.07,-103.73,8.01,2.00,"36 km ESE of Malaga, New Mexico"
av93726218,2025-08-21T10:09:38.770Z,58.24,-155.10,4.79,-0.10,"84 km NNW of Karluk, Alaska"
nc75226677,2025-08-21T10:09:29.000Z,36.22,-120.27,13.48,2.63,"12 km NE of Coalinga, CA"
nc75226672,2025-08-21T10:05:22.350Z,38.80,-122.82,3.17,0.31,"6 km WNW of The Geysers, CA"
ak025api7am3,2025-08-21T10:05:11.952Z,59.74,-152.97,102.50,1.40,"63 km E of Pedro Bay, Alaska"
ak025api7498,2025-08-21T10:04:29.568Z,59.93,-148.14,19.40,1.60,"17 km SSW of Chenega, Alaska"
ci41270632,2025-08-21T09:56:22.450Z,33.15,-116.08,10.83,1.06,"5 km E of Ocotillo Wells, CA"
hv74757097,2025-08-21T09:50:37.830Z,19.18,-155.49,31.42,2.04,"3 km SSW of Pāhala, Hawaii"
pr71493193,2025-08-21T09:50:28.820Z,17.99,-66.95,10.17,2.23,"3 km W of Fuig, Puerto Rico"
ci41270624,2025-08-21T09:49:36.150Z,35.96,-117.28,3.98,0.58,"24 km NNE of Trona, CA"
ok2025qipy,2025-08-21T09:43:14.789Z,35.96,-96.77,7.13,0.53,"2 km S of Cushing, Oklahoma"
nc75226667,2025-08-21T09:38:47.510Z,38.83,-122.81,2.28,1.45,"8 km WNW of Cobb, CA"
ak025aphsagq,2025-08-21T09:35:11.620Z,59.84,-153.30,122.20,1.20,"45 km E of Pedro Bay, Alaska"
tx2025qkpnkj,2025-08-21T09:34:38.999Z,28.86,-99.03,7.23,1.60,"6 km ESE of Pearsall, Texas"
nn00902925,2025-08-21T09:25:59.235Z,39.11,-119.06,9.50,1.10,"15 km NNE of Yerington, Nevada"
tx2025qkpegc,2025-08-21T09:24:03.234Z,28.23,-99.79,6.02,2.10,"21 km SW of Catarina, Texas"
av93726163,2025-08-21T09:23:10.160Z,58.47,-154.39,4.49,-0.04,"98 km WNW of Aleneva, Alaska"
pr2025233002,2025-08-21T09:19:45.280Z,18.04,-68.50,66.00,3.57,"39 km SSE of Boca de Yuma, Dominican Republic"
nc75226662,2025-08-21T09:19:26.790Z,38.84,-122.81,2.07,0.77,"8 km WNW of Cobb, CA"
ci41270616,2025-08-21T09:16:41.650Z,35.90,-117.72,2.56,0.61,"18 km ESE of Little Lake, CA"
uw62174386,2025-08-21T09:13:31.780Z,48.41,-122.31,10.33,2.23,"2 km SE of Mount Vernon, Washington"
us6000r2re,2025-08-21T09:09:51.994Z,54.47,-159.76,46.17,2.70,"108 km SSE of Sand Point, Alaska"
nc75226652,2025-08-21T09:09:51.820Z,38.75,-122.70,1.81,1.17,"3 km SSW of Anderson Springs, CA"
tx2025qkorup,2025-08-21T09:09:36.738Z,32.40,-102.07,7.15,1.00,"36 km WSW of Ackerly, Texas"
us6000r2rf,2025-08-21T09:08:37.675Z,-21.62,-68.43,151.55,4.20,"47 km SSW of Ollagüe, Chile"
hv74757017,2025-08-21T08:59:07.100Z,19.17,-155.49,31.64,3.34,"3 km SSW of Pāhala, Hawaii"
us6000r2rc,2025-08-21T08:57:21.322Z,-21.60,-68.22,130.59,4.30,"41 km S of Ollagüe, Chile"
uu80114296,2025-08-21T08:56:27.400Z,44.80,-110.86,8.15,0.56,"22 km SSW of Mammoth, Wyoming"
nc75226647,2025-08-21T08:51:55.740Z,38.83,-122.81,2.19,0.28,"7 km W of Cobb, CA"
uu80004563,2025-08-21T08:51:46.610Z,38.51,-112.89,2.12,1.41,"15 km NE of Milford, Utah"
nc75226642,2025-08-21T08:44:58.910Z,38.83,-122.81,2.23,1.65,"7 km WNW of Cobb, CA"
nc75226637,2025-08-21T08:43:32.120Z,38.83,-122.81,2.36,0.33,"8 km W of Cobb, CA"
us6000r2rb,2025-08-21T08:37:46.820Z,23.26,120.55,16.78,4.60,"17 km NNE of Yujing, Taiwan"
ak025aph6wnn,2025-08-21T08:35:34.912Z,60.31,-152.19,86.50,1.20,"40 km NW of Ninilchik, Alaska"
nn00902923,2025-08-21T08:35:30.891Z,38.66,-118.56,7.40,1.10,"16 km NNE of Hawthorne, Nevada"
ok2025qino,2025-08-21T08:31:03.259Z,35.64,-98.03,6.51,1.50,"8 km ENE of Calumet, Oklahoma"
uu80114291,2025-08-21T08:30:01.160Z,44.80,-110.87,8.01,0.59,"23 km SW of Mammoth, Wyoming"
av93726123,2025-08-21T08:29:29.540Z,52.79,-169.96,5.44,1.26,"75 km WSW of Nikolski, Alaska"
tx2025qknhbw,2025-08-21T08:26:57.609Z,28.87,-99.02,6.96,2.10,"7 km ESE of Pearsall, Texas"
uu80114286,2025-08-21T08:16:17.650Z,44.80,-110.85,8.35,1.16,"22 km SSW of Mammoth, Wyoming"
ci41270608,2025-08-21T08:11:56.880Z,33.56,-116.66,10.16,0.20,"2 km ENE of Anza, CA"
uw62174381,2025-08-21T08:01:52.970Z,48.41,-122.31,9.80,2.89,"2 km ESE of Mount Vernon, Washington"
us6000r2r7,2025-08-21T07:59:57.509Z,-2.14,138.93,31.56,4.70,"196 km WNW of Abepura, Indonesia"
tx2025qkmisw,2025-08-21T07:58:49.595Z,31.67,-104.38,6.05,1.30,"56 km S of Whites City, New Mexico"
av93726083,2025-08-21T07:56:51.400Z,52.83,-169.94,11.14,0.68,"73 km W of Nikolski, Alaska"
pr71493183,2025-08-21T07:53:49.050Z,17.97,-66.92,9.12,2.24,"1 km W of Guánica, Puerto Rico"
tx2025qklyci,2025-08-21T07:46:24.902Z,31.67,-104.38,6.10,1.60,"56 km S of Whites City, New Mexico"
nc75226632,2025-08-21T07:40:18.790Z,38.80,-122.78,4.03,0.33,"3 km NW of The Geysers, CA"
av93726068,2025-08-21T07:36:10.060Z,60.01,-153.09,-2.98,-0.30,"62 km ENE of Pedro Bay, Alaska"
us6000r2r2,2025-08-21T07:35:45.297Z,47.03,-66.62,10.49,2.10,"84 km W of Miramichi, Canada"
ci41270592,2025-08-21T07:32:47.810Z,33.47,-116.56,5.52,0.64,"15 km SE of Anza, CA"
tx2025qkllma,2025-08-21T07:31:41.982Z,28.85,-99.02,4.64,1.50,"8 km ESE of Pearsall, Texas"
av93726063,2025-08-21T07:30:11.570Z,54.69,-164.04,11.20,0.55,"44 km WSW of False Pass, Alaska"
ak025apgjx7x,2025-08-21T07:28:11.334Z,60.63,-146.49,20.10,1.20,"28 km SSE of Tatitlek, Alaska"
av93726053,2025-08-21T07:24:11.740Z,60.48,-152.72,-0.39,-0.05,"75 km NW of Ninilchik, Alaska"
tx2025qkkxex,2025-08-21T07:15:37.552Z,31.69,-104.33,7.23,2.40,"53 km S of Whites City, New Mexico"
tx2025qkkxft,2025-08-21T07:15:18.600Z,31.67,-104.38,6.10,1.60,"55 km S of Whites City, New Mexico"
tx2025qkkwyu,2025-08-21T07:14:54.354Z,31.63,-101.43,5.79,1.20,"26 km S of Garden City, Texas"
mb90108358,2025-08-21T07:13:14.160Z,44.60,-112.11,4.21,0.78,"27 km NNE of Spencer, Idaho"
av93726033,2025-08-21T07:12:29.290Z,60.49,-152.78,3.69,-0.90,"78 km NW of Ninilchik, Alaska"
ak025apgg9t5,2025-08-21T07:11:08.258Z,61.65,-150.29,27.00,1.40,"16 km NE of Susitna, Alaska"
tx2025qkkqve,2025-08-21T07:08:18.791Z,31.67,-104.38,6.00,1.50,"56 km S of Whites City, New Mexico"
tx2025qkkodu,2025-08-21T07:04:41.502Z,32.45,-102.04,8.76,0.80,"31 km WSW of Ackerly, Texas"
av93726013,2025-08-21T07:03:15.660Z,61.32,-152.49,3.11,-0.28,"78 km WNW of Tyonek, Alaska"
tx2025qkklmd,2025-08-21T07:01:39.943Z,31.68,-104.38,6.25,1.70,"55 km S of Whites City, New Mexico"
tx2025qkkjdj,2025-08-21T06:59:55.392Z,31.67,-104.38,6.41,1.50,"55 km S of Whites City, New Mexico"
av93726008,2025-08-21T06:56:34.780Z,53.84,-166.84,7.51,0.90,"20 km WSW of Dutch Harbor, Alaska"
ak025apg4a4b,2025-08-21T06:55:13.551Z,65.44,-148.24,12.60,0.90,"17 km SE of Livengood, Alaska"
ak025apg49yq,2025-08-21T06:55:11.544Z,61.99,-144.13,3.00,1.20,"52 km NE of Kenny Lake, Alaska"
ok2025qikg,2025-08-21T06:50:40.060Z,35.64,-98.03,7.65,1.59,"8 km ENE of Calumet, Oklahoma"
nc75226627,2025-08-21T06:39:12.020Z,38.35,-122.39,7.74,2.68,"7 km SSW of Yountville, CA"
tx2025qkjprm,2025-08-21T06:36:15.202Z,28.86,-99.03,6.14,2.00,"7 km ESE of Pearsall, Texas"
us6000r2qp,2025-08-21T06:35:30.098Z,16.53,-97.29,38.58,4.30,"9 km SW of Teojomulco, Mexico"
nc75226622,2025-08-21T06:33:51.220Z,38.84,-122.82,1.90,0.98,"9 km WNW of Cobb, CA"
nc75226617,2025-08-21T06:33:22.860Z,38.84,-122.83,1.94,2.11,"9 km WNW of Cobb, CA"
av93725978,2025-08-21T06:29:52.630Z,60.01,-153.06,-0.66,-0.98,"63 km ENE of Pedro Bay, Alaska"
pr71493173,2025-08-21T06:29:37.410Z,17.96,-66.91,10.62,2.71,"1 km S of Guánica, Puerto Rico"
av93725973,2025-08-21T06:27:00.100Z,54.72,-163.46,6.32,0.87,"15 km SSW of False Pass, Alaska"
tx2025qkjgro,2025-08-21T06:25:48.937Z,28.88,-99.02,6.65,2.00,"7 km ESE of Pearsall, Texas"
nn00902920,2025-08-21T06:24:15.801Z,37.10,-115.78,2.60,0.70,"59 km N of Indian Springs, Nevada"
ak025apfwjff,2025-08-21T06:19:01.715Z,64.77,-148.97,0.00,1.50,"19 km NNE of Four Mile Road, Alaska"
ak025apfw813,2025-08-21T06:17:53.991Z,61.86,-146.88,30.10,1.00,"15 km SSW of Nelchina, Alaska"
av93725958,2025-08-21T06:17:13.660Z,60.02,-153.03,3.79,-1.06,"65 km ENE of Pedro Bay, Alaska"
uu80114281,2025-08-21T06:16:40.840Z,44.80,-110.85,8.04,0.90,"23 km SSW of Mammoth, Wyoming"
av93725953,2025-08-21T06:10:47.270Z,54.57,-164.74,20.13,0.58,"82 km NE of Akutan, Alaska"
ci41270448,2025-08-21T06:07:43.510Z,33.83,-117.65,3.56,1.38,"9 km SW of Corona, CA"
ci41270440,2025-08-21T06:01:16.030Z,35.89,-117.69,4.20,0.69,"20 km ESE of Little Lake, CA"
nc75226612,2025-08-21T05:48:31.930Z,36.71,-121.31,8.19,1.34,"9 km S of Tres Pinos, CA"
nc75226607,2025-08-21T05:43:49.230Z,39.35,-123.24,6.81,1.74,"10 km NNW of Redwood Valley, CA"
tx2025qkhudg,2025-08-21T05:41:08.656Z,32.40,-102.13,6.32,0.60,"38 km ENE of McKinney Acres, Texas"
tx2025qkhruh,2025-08-21T05:38:24.589Z,31.66,-104.37,6.10,1.80,"56 km S of Whites City, New Mexico"
us6000r2qg,2025-08-21T05:35:48.029Z,49.71,157.83,10.00,4.60,"162 km SE of Severo-Kuril’sk, Russia"
nc75226602,2025-08-21T05:34:17.230Z,38.84,-122.80,1.82,0.71,"7 km WNW of Cobb, CA"
av93725908,2025-08-21T05:34:10.020Z,54.72,-163.44,1.72,1.04,"15 km S of False Pass, Alaska"
uu80114276,2025-08-21T05:33:38.840Z,44.80,-110.85,9.73,1.18,"22 km SSW of Mammoth, Wyoming"
tx2025qkhjpw,2025-08-21T05:28:54.557Z,32.29,-101.80,6.88,0.90,"17 km N of Stanton, Texas"
tx2025qkhhrl,2025-08-21T05:26:41.701Z,31.67,-104.37,6.10,1.30,"56 km S of Whites City, New Mexico"
hv74756937,2025-08-21T05:24:01.910Z,19.19,-155.49,30.47,2.41,"2 km SW of Pāhala, Hawaii"
ci41270432,2025-08-21T05:10:29.580Z,36.01,-117.82,1.93,0.84,"12 km NE of Little Lake, CA"
ok2025qigq,2025-08-21T05:00:56.049Z,35.63,-98.03,7.56,1.25,"8 km ENE of Calumet, Oklahoma"
nn00902917,2025-08-21T04:57:00.783Z,39.59,-119.09,2.00,1.40,"14 km E of Fernley, Nevada"
av93725873,2025-08-21T04:55:23.020Z,53.84,-166.85,5.95,-0.62,"20 km WSW of Dutch Harbor, Alaska"
ok2025qigi,2025-08-21T04:51:36.200Z,35.80,-96.66,7.49,0.96,"5 km N of Stroud, Oklahoma"
nc75226592,2025-08-21T04:49:26.690Z,36.90,-121.39,12.27,0.99,"5 km N of Hollister, CA"
tx2025qkgagk,2025-08-21T04:47:52.986Z,31.62,-104.28,7.38,1.30,"57 km NW of Toyah, Texas"
tx2025qkfyxg,2025-08-21T04:46:17.866Z,31.67,-104.38,5.69,1.10,"56 km S of Whites City, New Mexico"
ok2025qifz,2025-08-21T04:41:29.320Z,35.90,-97.35,7.52,1.63,"7 km ENE of Guthrie, Oklahoma"
av93048844,2025-08-21T04:26:56.920Z,56.13,-159.12,8.43,0.12,"24 km N of Perryville, Alaska"
ci41270304,2025-08-21T04:23:56.030Z,33.25,-116.33,12.40,0.72,"5 km E of Borrego Springs, CA"
tx2025qkfczp,2025-08-21T04:20:51.091Z,31.65,-104.37,7.97,2.80,"58 km S of Whites City, New Mexico"
tx2025qkfcgy,2025-08-21T04:20:18.460Z,31.66,-104.37,6.10,2.40,"56 km S of Whites City, New Mexico"
tx2025qkevpo,2025-08-21T04:12:28.211Z,31.67,-104.37,6.10,1.70,"55 km S of Whites City, New Mexico"
av93725833,2025-08-21T04:11:19.530Z,53.84,-166.84,6.53,-0.72,"20 km WSW of Dutch Harbor, Alaska"
av93725828,2025-08-21T04:07:28.670Z,53.84,-166.84,6.74,-0.50,"20 km WSW of Dutch Harbor, Alaska"
ci41270296,2025-08-21T04:06:56.310Z,35.78,-117.60,9.85,0.61,"18 km W of Searles Valley, CA"
ak025apemsat,2025-08-21T04:05:54.938Z,60.16,-152.51,95.60,1.10,"48 km WNW of Ninilchik, Alaska"
tx2025qkeppk,2025-08-21T04:05:38.874Z,31.67,-104.37,6.10,2.30,"56 km S of Whites City, New Mexico"
nc75226582,2025-08-21T04:04:02.360Z,38.84,-122.84,2.44,0.24,"10 km NW of The Geysers, CA"
tx2025qkenuw,2025-08-21T04:03:16.222Z,31.67,-104.38,6.41,1.60,"56 km S of Whites City, New Mexico"
av93725818,2025-08-21T04:02:52.100Z,53.84,-166.85,6.04,0.12,"20 km WSW of Dutch Harbor, Alaska"
tx2025qkelbt,2025-08-21T04:00:07.474Z,31.67,-104.37,6.10,3.50,"56 km S of Whites City, New Mexico"
us7000qwh6,2025-08-21T03:58:27.676Z,-59.35,-24.88,10.00,4.50,South Sandwich Islands region
tx2025qkeche,2025-08-21T03:50:46.323Z,31.67,-104.38,6.66,3.10,"56 km S of Whites City, New Mexico"
tx2025qkechs,2025-08-21T03:49:52.900Z,32.40,-102.05,8.33,1.00,"34 km WSW of Ackerly, Texas"
us7000qurb,2025-08-21T03:49:35.848Z,14.69,-94.53,10.00,4.70,"159 km SSW of Cabeza de Toro, Mexico"
nc75226577,2025-08-21T03:49:19.720Z,38.79,-122.78,1.84,1.37,"2 km NW of The Geysers, CA"
us6000r2pn,2025-08-21T03:44:49.509Z,51.49,159.94,10.00,5.10,"191 km SSE of Vilyuchinsk, Russia"
nc75226567,2025-08-21T03:36:04.100Z,38.79,-122.78,2.19,0.32,"3 km NW of The Geysers, CA"
ak025ape73hc,2025-08-21T03:32:34.887Z,60.26,-147.40,62.20,1.30,"40 km ENE of Chenega, Alaska"
us6000r2pm,2025-08-21T03:29:25.777Z,50.37,156.58,77.19,4.30,"46 km SE of Severo-Kuril’sk, Russia"
uw62174376,2025-08-21T03:27:23.510Z,48.56,-122.05,5.46,1.51,"3 km N of Lyman, Washington"
nc75226552,2025-08-21T03:15:30.490Z,38.80,-122.78,3.33,0.32,"3 km NW of The Geysers, CA"
ok2025qida,2025-08-21T03:11:19.760Z,35.63,-97.99,5.23,1.14,"10 km S of Okarche, Oklahoma"
hv74756867,2025-08-21T03:10:10.540Z,19.06,-155.37,32.60,2.26,"19 km SE of Pāhala, Hawaii"
nc75226542,2025-08-21T03:06:07.070Z,38.84,-122.81,2.00,0.23,"8 km WNW of Cobb, CA"
us6000r2pi,2025-08-21T03:05:10.982Z,49.80,156.05,62.58,4.50,"97 km S of Severo-Kuril’sk, Russia"
mb90108283,2025-08-21T03:05:02.350Z,44.36,-116.14,7.13,2.09,"7 km NNW of Smiths Ferry, Idaho"
nc75226537,2025-08-21T03:01:11.730Z,38.80,-122.78,2.70,1.08,"3 km NNW of The Geysers, CA"
ok2025qicr,2025-08-21T03:01:02.710Z,35.64,-98.04,7.63,1.36,"8 km ENE of Calumet, Oklahoma"
us6000r2pe,2025-08-21T02:58:07.085Z,16.17,96.53,10.00,4.60,"65 km S of Thongwa, Burma (Myanmar)"
ok2025qicd,2025-08-21T02:44:26.800Z,35.62,-98.04,7.33,1.05,"7 km ENE of Calumet, Oklahoma"
us7000qwgz,2025-08-21T02:42:14.995Z,12.61,144.32,35.00,4.50,"81 km SSW of Merizo Village, Guam"
tx2025qkbubl,2025-08-21T02:39:59.868Z,31.74,-104.18,6.77,1.00,"51 km SSE of Whites City, New Mexico"
nc75226527,2025-08-21T02:25:25.360Z,38.83,-122.80,2.56,0.82,"7 km NNW of The Geysers, CA"
av93725693,2025-08-21T02:22:53.980Z,54.75,-163.94,-2.25,-0.10,"35 km WSW of False Pass, Alaska"
nc75226522,2025-08-21T02:20:26.780Z,38.80,-122.82,3.37,-0.07,"6 km WNW of The Geysers, CA"
ak025apdgztx,2025-08-21T02:10:57.019Z,64.75,-149.09,16.00,1.00,"16 km N of Four Mile Road, Alaska"
ci41270288,2025-08-21T02:10:07.930Z,34.15,-117.42,5.86,1.09,"6 km NNE of Fontana, CA"
nc75226517,2025-08-21T02:08:28.950Z,38.81,-122.83,2.07,0.75,"7 km NW of The Geysers, CA"
ak025apdfw8z,2025-08-21T02:05:44.038Z,64.86,-147.53,23.50,0.80,"6 km N of Badger, Alaska"
tx2025qkapuv,2025-08-21T02:04:53.431Z,32.41,-101.93,8.79,0.80,"23 km WSW of Ackerly, Texas"
tx2025qkandm,2025-08-21T02:01:46.508Z,31.56,-104.17,7.33,1.10,"45 km NW of Toyah, Texas"
nc75226512,2025-08-21T01:56:00.960Z,37.49,-121.62,8.65,0.65,"23 km NE of Alum Rock, CA"
pr2025233001,2025-08-21T01:55:20.120Z,17.30,-68.29,70.00,3.85,"123 km SSE of Boca de Yuma, Dominican Republic"
av93725658,2025-08-21T01:46:13.330Z,60.02,-153.06,2.51,-0.98,"64 km ENE of Pedro Bay, Alaska"
av93048839,2025-08-21T01:46:00.580Z,60.02,-153.06,1.69,-1.07,"64 km ENE of Pedro Bay, Alaska"
us6000r2p9,2025-08-21T01:44:00.146Z,34.47,139.40,10.00,4.70,"47 km ESE of Shimoda, Japan"
pr71493148,2025-08-21T01:34:52.950Z,17.93,-66.85,10.20,2.12,"6 km SE of Maria Antonia, Puerto Rico"
nn00902903,2025-08-21T01:32:13.447Z,37.38,-117.13,7.90,1.30,"37 km SSE of Goldfield, Nevada"
nn00902901,2025-08-21T01:31:04.015Z,37.37,-117.13,7.70,0.90,"38 km SSE of Goldfield, Nevada"
av93048834,2025-08-21T01:29:45.920Z,60.04,-153.07,-1.03,-0.82,"64 km ENE of Pedro Bay, Alaska"
av93725638,2025-08-21T01:28:53.410Z,60.02,-153.10,-0.16,-0.84,"62 km ENE of Pedro Bay, Alaska"
uu80114271,2025-08-21T01:26:44.590Z,37.48,-113.58,3.20,1.17,"8 km NNE of Central, Utah"
us6000r2p7,2025-08-21T01:24:15.369Z,-6.41,147.91,66.25,4.70,"18 km NNE of Finschhafen, Papua New Guinea"
ci41270256,2025-08-21T01:23:46.950Z,33.53,-116.73,6.61,0.32,"5 km WSW of Anza, CA"
ci41270248,2025-08-21T01:23:36.520Z,33.54,-116.72,5.96,0.62,"5 km WSW of Anza, CA"
uw62174341,2025-08-21T01:15:52.670Z,48.56,-122.05,5.15,0.71,"3 km N of Lyman, Washington"
tx2025qjyops,2025-08-21T01:04:19.620Z,31.52,-103.87,1.92,1.60,"24 km NNW of Toyah, Texas"
nc75226507,2025-08-21T01:01:21.470Z,38.80,-122.78,2.92,0.72,"3 km NNW of The Geysers, CA"
ci41270232,2025-08-21T01:00:12.250Z,33.23,-116.74,10.98,0.64,"3 km ESE of Lake Henshaw, CA"
ak025apckf4t,2025-08-21T00:58:58.948Z,57.81,-153.44,34.50,1.30,"33 km W of Port Lions, Alaska"
tx2025qjykvo,2025-08-21T00:58:46.959Z,31.57,-104.18,6.80,2.50,"46 km NW of Toyah, Texas"
se60503948,2025-08-21T00:55:55.750Z,34.36,-82.21,3.16,1.99,"5 km SE of Ware Shoals, South Carolina"
av93725598,2025-08-21T00:50:01.790Z,54.75,-164.04,7.91,-0.01,"42 km WSW of False Pass, Alaska"
tx2025qjxzfo,2025-08-21T00:45:16.243Z,32.38,-102.10,7.01,0.90,"39 km WSW of Ackerly, Texas"
us6000r2p3,2025-08-21T00:43:48.455Z,51.70,160.08,8.98,4.70,"178 km SE of Vilyuchinsk, Russia"
us7000qwh3,2025-08-21T00:43:36.116Z,9.16,122.61,10.00,4.50,"27 km S of Basay, Philippines"
pr71493143,2025-08-21T00:42:41.710Z,18.03,-66.80,17.71,2.05,"1 km NNW of Guayanilla, Puerto Rico"
nc75226502,2025-08-21T00:34:56.940Z,38.80,-122.78,2.97,0.43,"3 km NNW of The Geysers, CA"
ci41270224,2025-08-21T00:34:28.750Z,34.03,-117.17,14.82,1.25,"3 km SSE of Redlands, CA"
uu80114266,2025-08-21T00:31:52.240Z,41.92,-112.56,6.84,2.21,"13 km ESE of Snowville, Utah"
nc75226497,2025-08-21T00:25:00.630Z,38.83,-122.81,1.90,1.05,"8 km NNW of The Geysers, CA"
nc75226492,2025-08-21T00:24:20.830Z,40.28,-124.46,10.97,2.61,"15 km WSW of Petrolia, CA"
ak025apcc07j,2025-08-21T00:19:32.959Z,64.74,-149.10,17.10,0.90,"15 km N of Four Mile Road, Alaska"
nc75226487,2025-08-21T00:17:02.910Z,38.83,-122.79,1.02,1.38,"6 km WNW of Cobb, CA"
nc75226482,2025-08-21T00:12:41.300Z,38.82,-122.84,2.06,0.80,"9 km NW of The Geysers, CA"
uu80004568,2025-08-21T00:07:33.370Z,38.50,-112.89,1.91,1.34,"15 km NE of Milford, Utah"
pr2025233000,2025-08-21T00:04:55.610Z,19.27,-64.73,52.00,3.62,"103 km N of Cruz Bay, U.S. Virgin Islands"
ci41270208,2025-08-21T00:04:43.050Z,33.15,-115.98,7.16,1.53,"14 km E of Ocotillo Wells, CA"
tx2025qjwkui,2025-08-20T23:58:44.954Z,32.20,-101.51,6.86,1.00,"6 km SSW of Big Spring, Texas"
tx2025qjwizq,2025-08-20T23:56:18.597Z,32.37,-102.17,8.42,0.80,"34 km ENE of McKinney Acres, Texas"
ak025ao2p511,2025-08-20T23:54:37.335Z,57.85,-155.51,79.50,0.70,"70 km WNW of Karluk, Alaska"
ak025ao2mxom,2025-08-20T23:44:09.023Z,58.88,-153.24,62.10,1.80,"92 km SW of Nanwalek, Alaska"
uw62174266,2025-08-20T23:35:40.090Z,48.53,-122.59,16.96,1.37,"2 km NNE of Anacortes, Washington"
us6000r2nv,2025-08-20T23:35:08.829Z,-7.43,128.43,158.04,4.10,"198 km NE of Lospalos, Timor Leste"
ak025ao2ke6c,2025-08-20T23:32:23.081Z,65.22,-150.34,7.40,1.00,"27 km NNE of Manley Hot Springs, Alaska"
